timestamp,pv_power_kw,market_price_eur_per_mwh
2026-03-11T01:00:00+00:00,0,39
2026-03-11T02:00:00+00:00,0,35
2026-03-11T03:00:00+00:00,0,39
2026-03-11T04:00:00+00:00,0,37
2026-03-11T05:00:00+00:00,0,47
2026-03-11T06:00:00+00:00,119,50
2026-03-11T07:00:00+00:00,1001,57
2026-03-11T08:00:00+00:00,1806,55
2026-03-11T09:00:00+00:00,2472,46
2026-03-11T10:00:00+00:00,2946,36
2026-03-11T11:00:00+00:00,3193,29
2026-03-11T12:00:00+00:00,3193,25
2026-03-11T13:00:00+00:00,2946,29
2026-03-11T14:00:00+00:00,2472,37
2026-03-11T15:00:00+00:00,1806,46
2026-03-11T16:00:00+00:00,1001,62
2026-03-11T17:00:00+00:00,119,73
2026-03-11T18:00:00+00:00,0,74
2026-03-11T19:00:00+00:00,0,75
2026-03-11T20:00:00+00:00,0,67
2026-03-11T21:00:00+00:00,0,56
2026-03-11T22:00:00+00:00,0,47
2026-03-11T23:00:00+00:00,0,47
2026-03-12T00:00:00+00:00,0,43
2026-03-12T01:00:00+00:00,0,41
2026-03-12T02:00:00+00:00,0,39
2026-03-12T03:00:00+00:00,0,33
2026-03-12T04:00:00+00:00,0,35
2026-03-12T05:00:00+00:00,0,42
2026-03-12T06:00:00+00:00,149,48
2026-03-12T07:00:00+00:00,1032,54
2026-03-12T08:00:00+00:00,1836,57
2026-03-12T09:00:00+00:00,2500,49
2026-03-12T10:00:00+00:00,2972,36
2026-03-12T11:00:00+00:00,3218,28
2026-03-12T12:00:00+00:00,3218,28
2026-03-12T13:00:00+00:00,2972,27
2026-03-12T14:00:00+00:00,2500,35
2026-03-12T15:00:00+00:00,1836,48
2026-03-12T16:00:00+00:00,1032,57
2026-03-12T17:00:00+00:00,149,69
2026-03-12T18:00:00+00:00,0,73
2026-03-12T19:00:00+00:00,0,75
2026-03-12T20:00:00+00:00,0,63
2026-03-12T21:00:00+00:00,0,53
2026-03-12T22:00:00+00:00,0,45
2026-03-12T23:00:00+00:00,0,42
2026-03-13T00:00:00+00:00,0,41
2026-03-13T01:00:00+00:00,0,35
2026-03-13T02:00:00+00:00,0,36
2026-03-13T03:00:00+00:00,0,37
2026-03-13T04:00:00+00:00,0,37
2026-03-13T05:00:00+00:00,0,46
2026-03-13T06:00:00+00:00,180,51
2026-03-13T07:00:00+00:00,1063,57
2026-03-13T08:00:00+00:00,1866,53
2026-03-13T09:00:00+00:00,2528,48
2026-03-13T10:00:00+00:00,2999,34
2026-03-13T11:00:00+00:00,3244,26
2026-03-13T12:00:00+00:00,3244,23
2026-03-13T13:00:00+00:00,2999,26
2026-03-13T14:00:00+00:00,2528,32
2026-03-13T15:00:00+00:00,1866,43
2026-03-13T16:00:00+00:00,1063,61
2026-03-13T17:00:00+00:00,180,69
2026-03-13T18:00:00+00:00,0,78
2026-03-13T19:00:00+00:00,0,72
2026-03-13T20:00:00+00:00,0,66
2026-03-13T21:00:00+00:00,0,58
2026-03-13T22:00:00+00:00,0,48
2026-03-13T23:00:00+00:00,0,41
2026-03-14T00:00:00+00:00,0,43
2026-03-14T01:00:00+00:00,0,35
2026-03-14T02:00:00+00:00,0,39
2026-03-14T03:00:00+00:00,0,39
2026-03-14T04:00:00+00:00,0,36
2026-03-14T05:00:00+00:00,0,47
2026-03-14T06:00:00+00:00,211,53
2026-03-14T07:00:00+00:00,1095,56
2026-03-14T08:00:00+00:00,1896,59
2026-03-14T09:00:00+00:00,2556,48
2026-03-14T10:00:00+00:00,3026,34
2026-03-14T11:00:00+00:00,3270,28
2026-03-14T12:00:00+00:00,3270,22
2026-03-14T13:00:00+00:00,3026,25
2026-03-14T14:00:00+00:00,2556,32
2026-03-14T15:00:00+00:00,1896,45
2026-03-14T16:00:00+00:00,1095,56
2026-03-14T17:00:00+00:00,211,68
2026-03-14T18:00:00+00:00,0,76
2026-03-14T19:00:00+00:00,0,74
2026-03-14T20:00:00+00:00,0,69
2026-03-14T21:00:00+00:00,0,53
2026-03-14T22:00:00+00:00,0,49
2026-03-14T23:00:00+00:00,0,47
2026-03-15T00:00:00+00:00,0,40
2026-03-15T01:00:00+00:00,0,40
2026-03-15T02:00:00+00:00,0,33
2026-03-15T03:00:00+00:00,0,32
2026-03-15T04:00:00+00:00,0,34
2026-03-15T05:00:00+00:00,0,45
2026-03-15T06:00:00+00:00,243,49
2026-03-15T07:00:00+00:00,1126,55
2026-03-15T08:00:00+00:00,1926,53
2026-03-15T09:00:00+00:00,2585,47
2026-03-15T10:00:00+00:00,3052,35
2026-03-15T11:00:00+00:00,3295,24
2026-03-15T12:00:00+00:00,3295,24
2026-03-15T13:00:00+00:00,3052,28
2026-03-15T14:00:00+00:00,2585,33
2026-03-15T15:00:00+00:00,1926,48
2026-03-15T16:00:00+00:00,1126,55
2026-03-15T17:00:00+00:00,243,66
2026-03-15T18:00:00+00:00,0,75
2026-03-15T19:00:00+00:00,0,71
2026-03-15T20:00:00+00:00,0,65
2026-03-15T21:00:00+00:00,0,57
2026-03-15T22:00:00+00:00,0,44
2026-03-15T23:00:00+00:00,0,42
2026-03-16T00:00:00+00:00,0,42
2026-03-16T01:00:00+00:00,0,38
2026-03-16T02:00:00+00:00,0,36
2026-03-16T03:00:00+00:00,0,33
2026-03-16T04:00:00+00:00,0,37
2026-03-16T05:00:00+00:00,0,40
2026-03-16T06:00:00+00:00,274,48
2026-03-16T07:00:00+00:00,1157,52
2026-03-16T08:00:00+00:00,1956,52
2026-03-16T09:00:00+00:00,2613,50
2026-03-16T10:00:00+00:00,3079,33
2026-03-16T11:00:00+00:00,3321,28
2026-03-16T12:00:00+00:00,3321,25
2026-03-16T13:00:00+00:00,3079,31
2026-03-16T14:00:00+00:00,2613,33
2026-03-16T15:00:00+00:00,1956,44
2026-03-16T16:00:00+00:00,1157,60
2026-03-16T17:00:00+00:00,274,72
2026-03-16T18:00:00+00:00,0,75
2026-03-16T19:00:00+00:00,0,76
2026-03-16T20:00:00+00:00,0,62
2026-03-16T21:00:00+00:00,0,57
2026-03-16T22:00:00+00:00,0,45
2026-03-16T23:00:00+00:00,0,42
2026-03-17T00:00:00+00:00,0,43
2026-03-17T01:00:00+00:00,0,34
2026-03-17T02:00:00+00:00,0,35
2026-03-17T03:00:00+00:00,0,37
2026-03-17T04:00:00+00:00,0,34
2026-03-17T05:00:00+00:00,0,44
2026-03-17T06:00:00+00:00,306,52
2026-03-17T07:00:00+00:00,1189,55
2026-03-17T08:00:00+00:00,1987,54
2026-03-17T09:00:00+00:00,2641,46
2026-03-17T10:00:00+00:00,3106,35
2026-03-17T11:00:00+00:00,3347,29
2026-03-17T12:00:00+00:00,3347,24
2026-03-17T13:00:00+00:00,3106,31
2026-03-17T14:00:00+00:00,2641,35
2026-03-17T15:00:00+00:00,1987,44
2026-03-17T16:00:00+00:00,1189,55
2026-03-17T17:00:00+00:00,306,71
2026-03-17T18:00:00+00:00,0,78
2026-03-17T19:00:00+00:00,0,74
2026-03-17T20:00:00+00:00,0,66
2026-03-17T21:00:00+00:00,0,53
2026-03-17T22:00:00+00:00,0,48
2026-03-17T23:00:00+00:00,0,43
2026-03-18T00:00:00+00:00,0,39
2026-03-18T01:00:00+00:00,0,34
2026-03-18T02:00:00+00:00,0,36
2026-03-18T03:00:00+00:00,0,36
2026-03-18T04:00:00+00:00,0,36
2026-03-18T05:00:00+00:00,0,44
2026-03-18T06:00:00+00:00,337,48
2026-03-18T07:00:00+00:00,1221,53
2026-03-18T08:00:00+00:00,2017,55
2026-03-18T09:00:00+00:00,2670,49
2026-03-18T10:00:00+00:00,3133,37
2026-03-18T11:00:00+00:00,3373,29
2026-03-18T12:00:00+00:00,3373,22
2026-03-18T13:00:00+00:00,3133,25
2026-03-18T14:00:00+00:00,2670,36
2026-03-18T15:00:00+00:00,2017,48
2026-03-18T16:00:00+00:00,1221,59
2026-03-18T17:00:00+00:00,337,69
2026-03-18T18:00:00+00:00,0,75
2026-03-18T19:00:00+00:00,0,71
2026-03-18T20:00:00+00:00,0,64
2026-03-18T21:00:00+00:00,0,58
2026-03-18T22:00:00+00:00,0,48
2026-03-18T23:00:00+00:00,0,42
2026-03-19T00:00:00+00:00,0,39
2026-03-19T01:00:00+00:00,0,36
2026-03-19T02:00:00+00:00,0,32
2026-03-19T03:00:00+00:00,0,38
2026-03-19T04:00:00+00:00,0,38
2026-03-19T05:00:00+00:00,0,41
2026-03-19T06:00:00+00:00,369,45
2026-03-19T07:00:00+00:00,1252,52
2026-03-19T08:00:00+00:00,2047,56
2026-03-19T09:00:00+00:00,2698,47
2026-03-19T10:00:00+00:00,3160,33
2026-03-19T11:00:00+00:00,3399,28
2026-03-19T12:00:00+00:00,3399,22
2026-03-19T13:00:00+00:00,3160,29
2026-03-19T14:00:00+00:00,2698,35
2026-03-19T15:00:00+00:00,2047,42
2026-03-19T16:00:00+00:00,1252,59
2026-03-19T17:00:00+00:00,369,67
2026-03-19T18:00:00+00:00,0,75
2026-03-19T19:00:00+00:00,0,75
2026-03-19T20:00:00+00:00,0,65
2026-03-19T21:00:00+00:00,0,56
2026-03-19T22:00:00+00:00,0,47
2026-03-19T23:00:00+00:00,0,44
2026-03-20T00:00:00+00:00,0,40
2026-03-20T01:00:00+00:00,0,39
2026-03-20T02:00:00+00:00,0,32
2026-03-20T03:00:00+00:00,0,34
2026-03-20T04:00:00+00:00,0,40
2026-03-20T05:00:00+00:00,0,46
2026-03-20T06:00:00+00:00,401,48
2026-03-20T07:00:00+00:00,1284,56
2026-03-20T08:00:00+00:00,2078,56
2026-03-20T09:00:00+00:00,2727,46
2026-03-20T10:00:00+00:00,3187,35
2026-03-20T11:00:00+00:00,3425,25
2026-03-20T12:00:00+00:00,3425,24
2026-03-20T13:00:00+00:00,3187,27
2026-03-20T14:00:00+00:00,2727,32
2026-03-20T15:00:00+00:00,2078,41
2026-03-20T16:00:00+00:00,1284,59
2026-03-20T17:00:00+00:00,401,67
2026-03-20T18:00:00+00:00,0,75
2026-03-20T19:00:00+00:00,0,75
2026-03-20T20:00:00+00:00,0,64
2026-03-20T21:00:00+00:00,0,58
2026-03-20T22:00:00+00:00,0,46
2026-03-20T23:00:00+00:00,0,46
2026-03-21T00:00:00+00:00,0,40
2026-03-21T01:00:00+00:00,0,34
2026-03-21T02:00:00+00:00,0,34
2026-03-21T03:00:00+00:00,0,35
2026-03-21T04:00:00+00:00,0,37
2026-03-21T05:00:00+00:00,0,40
2026-03-21T06:00:00+00:00,433,48
2026-03-21T07:00:00+00:00,1316,50
2026-03-21T08:00:00+00:00,2108,57
2026-03-21T09:00:00+00:00,2755,48
2026-03-21T10:00:00+00:00,3213,32
2026-03-21T11:00:00+00:00,3451,26
2026-03-21T12:00:00+00:00,3451,23
2026-03-21T13:00:00+00:00,3213,29
2026-03-21T14:00:00+00:00,2755,30
2026-03-21T15:00:00+00:00,2108,41
2026-03-21T16:00:00+00:00,1316,59
2026-03-21T17:00:00+00:00,433,66
2026-03-21T18:00:00+00:00,0,75
2026-03-21T19:00:00+00:00,0,72
2026-03-21T20:00:00+00:00,0,65
2026-03-21T21:00:00+00:00,0,54
2026-03-21T22:00:00+00:00,0,50
2026-03-21T23:00:00+00:00,0,45
2026-03-22T00:00:00+00:00,0,38
2026-03-22T01:00:00+00:00,0,33
2026-03-22T02:00:00+00:00,0,32
2026-03-22T03:00:00+00:00,0,32
2026-03-22T04:00:00+00:00,0,33
2026-03-22T05:00:00+00:00,0,39
2026-03-22T06:00:00+00:00,465,45
2026-03-22T07:00:00+00:00,1347,51
2026-03-22T08:00:00+00:00,2138,51
2026-03-22T09:00:00+00:00,2784,47
2026-03-22T10:00:00+00:00,3240,32
2026-03-22T11:00:00+00:00,3477,28
2026-03-22T12:00:00+00:00,3477,23
2026-03-22T13:00:00+00:00,3240,27
2026-03-22T14:00:00+00:00,2784,32
2026-03-22T15:00:00+00:00,2138,41
2026-03-22T16:00:00+00:00,1347,58
2026-03-22T17:00:00+00:00,465,68
2026-03-22T18:00:00+00:00,0,75
2026-03-22T19:00:00+00:00,0,73
2026-03-22T20:00:00+00:00,0,66
2026-03-22T21:00:00+00:00,0,55
2026-03-22T22:00:00+00:00,0,43
2026-03-22T23:00:00+00:00,0,41
2026-03-23T00:00:00+00:00,0,37
2026-03-23T01:00:00+00:00,0,33
2026-03-23T02:00:00+00:00,0,37
2026-03-23T03:00:00+00:00,0,34
2026-03-23T04:00:00+00:00,0,34
2026-03-23T05:00:00+00:00,0,39
2026-03-23T06:00:00+00:00,497,49
2026-03-23T07:00:00+00:00,1379,49
2026-03-23T08:00:00+00:00,2169,50
2026-03-23T09:00:00+00:00,2812,48
2026-03-23T10:00:00+00:00,3267,36
2026-03-23T11:00:00+00:00,3502,22
2026-03-23T12:00:00+00:00,3502,23
2026-03-23T13:00:00+00:00,3267,29
2026-03-23T14:00:00+00:00,2812,34
2026-03-23T15:00:00+00:00,2169,45
2026-03-23T16:00:00+00:00,1379,55
2026-03-23T17:00:00+00:00,497,64
2026-03-23T18:00:00+00:00,0,72
2026-03-23T19:00:00+00:00,0,72
2026-03-23T20:00:00+00:00,0,67
2026-03-23T21:00:00+00:00,0,55
2026-03-23T22:00:00+00:00,0,48
2026-03-23T23:00:00+00:00,0,39
2026-03-24T00:00:00+00:00,0,42
2026-03-24T01:00:00+00:00,0,39
2026-03-24T02:00:00+00:00,0,37
2026-03-24T03:00:00+00:00,0,33
2026-03-24T04:00:00+00:00,0,36
2026-03-24T05:00:00+00:00,0,41
2026-03-24T06:00:00+00:00,529,47
2026-03-24T07:00:00+00:00,1411,54
2026-03-24T08:00:00+00:00,2199,56
2026-03-24T09:00:00+00:00,2841,48
2026-03-24T10:00:00+00:00,3294,33
2026-03-24T11:00:00+00:00,3528,22
2026-03-24T12:00:00+00:00,3528,18
2026-03-24T13:00:00+00:00,3294,26
2026-03-24T14:00:00+00:00,2841,31
2026-03-24T15:00:00+00:00,2199,41
2026-03-24T16:00:00+00:00,1411,54
2026-03-24T17:00:00+00:00,529,68
2026-03-24T18:00:00+00:00,0,75
2026-03-24T19:00:00+00:00,0,70
2026-03-24T20:00:00+00:00,0,65
2026-03-24T21:00:00+00:00,0,54
2026-03-24T22:00:00+00:00,0,48
2026-03-24T23:00:00+00:00,0,39
2026-03-25T00:00:00+00:00,0,36
2026-03-25T01:00:00+00:00,0,36
2026-03-25T02:00:00+00:00,0,35
2026-03-25T03:00:00+00:00,0,34
2026-03-25T04:00:00+00:00,0,39
2026-03-25T05:00:00+00:00,0,42
2026-03-25T06:00:00+00:00,561,46
2026-03-25T07:00:00+00:00,1443,54
2026-03-25T08:00:00+00:00,2229,55
2026-03-25T09:00:00+00:00,2869,43
2026-03-25T10:00:00+00:00,3321,35
2026-03-25T11:00:00+00:00,3554,21
2026-03-25T12:00:00+00:00,3554,20
2026-03-25T13:00:00+00:00,3321,28
2026-03-25T14:00:00+00:00,2869,35
2026-03-25T15:00:00+00:00,2229,40
2026-03-25T16:00:00+00:00,1443,58
2026-03-25T17:00:00+00:00,561,64
2026-03-25T18:00:00+00:00,0,74
2026-03-25T19:00:00+00:00,0,70
2026-03-25T20:00:00+00:00,0,63
2026-03-25T21:00:00+00:00,0,56
2026-03-25T22:00:00+00:00,0,46
2026-03-25T23:00:00+00:00,0,43
2026-03-26T00:00:00+00:00,0,40
2026-03-26T01:00:00+00:00,0,34
2026-03-26T02:00:00+00:00,0,32
2026-03-26T03:00:00+00:00,0,33
2026-03-26T04:00:00+00:00,0,34
2026-03-26T05:00:00+00:00,0,45
2026-03-26T06:00:00+00:00,593,49
2026-03-26T07:00:00+00:00,1474,53
2026-03-26T08:00:00+00:00,2259,51
2026-03-26T09:00:00+00:00,2898,41
2026-03-26T10:00:00+00:00,3348,29
2026-03-26T11:00:00+00:00,3580,22
2026-03-26T12:00:00+00:00,3580,21
2026-03-26T13:00:00+00:00,3348,25
2026-03-26T14:00:00+00:00,2898,28
2026-03-26T15:00:00+00:00,2259,41
2026-03-26T16:00:00+00:00,1474,54
2026-03-26T17:00:00+00:00,593,63
2026-03-26T18:00:00+00:00,0,77
2026-03-26T19:00:00+00:00,0,69
2026-03-26T20:00:00+00:00,0,63
2026-03-26T21:00:00+00:00,0,55
2026-03-26T22:00:00+00:00,0,48
2026-03-26T23:00:00+00:00,0,39
2026-03-27T00:00:00+00:00,0,38
2026-03-27T01:00:00+00:00,0,37
2026-03-27T02:00:00+00:00,0,32
2026-03-27T03:00:00+00:00,0,32
2026-03-27T04:00:00+00:00,0,35
2026-03-27T05:00:00+00:00,0,41
2026-03-27T06:00:00+00:00,626,42
2026-03-27T07:00:00+00:00,1506,50
2026-03-27T08:00:00+00:00,2289,53
2026-03-27T09:00:00+00:00,2926,45
2026-03-27T10:00:00+00:00,3374,29
2026-03-27T11:00:00+00:00,3606,27
2026-03-27T12:00:00+00:00,3606,22
2026-03-27T13:00:00+00:00,3374,22
2026-03-27T14:00:00+00:00,2926,33
2026-03-27T15:00:00+00:00,2289,40
2026-03-27T16:00:00+00:00,1506,54
2026-03-27T17:00:00+00:00,626,66
2026-03-27T18:00:00+00:00,0,73
2026-03-27T19:00:00+00:00,0,75
2026-03-27T20:00:00+00:00,0,67
2026-03-27T21:00:00+00:00,0,57
2026-03-27T22:00:00+00:00,0,44
2026-03-27T23:00:00+00:00,0,40
2026-03-28T00:00:00+00:00,0,36
2026-03-28T01:00:00+00:00,0,33
2026-03-28T02:00:00+00:00,0,34
2026-03-28T03:00:00+00:00,0,32
